PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-05-05,7.65, 17.87, -0.13, 1.42, 1.81, 7.02, repro,
2009-05-06,9.77, 17.51, 5.45, 1.69, 2.1, 8.3, repro,
2009-05-07,7.94, 18.47, 22.09, 1.63, 2.06, 8.04, repro,
2009-05-08,6.74, 15.82, 13.56, 1.98, 2.4, 9.71, repro,
2009-05-09,3.83, 18.58, 12.29, 2.15, 2.55, 10.46, repro,
2009-05-10,8.85, 17.80, 14.23, 1.68, 2.07, 8.24, repro,
2009-05-11,6.67, 17.92, 9.40, 1.63, 2.04, 8.02, repro,
2009-05-12,8.58, 16.83, 13.35, 1.92, 2.4, 9.33, repro,
2009-05-13,9.22, 18.17, 12.66, 1.85, 2.26, 9.03, repro,
2009-05-14,12.21, 17.23, -5.80, 1.54, 1.95, 7.57, repro,
2009-05-15,7.66, 18.48, 4.39, 1.77, 2.18, 8.61, repro,
2009-05-16,6.79, 19.95, 12.06, 1.53, 1.95, 7.53, repro,
2009-05-17,9.71, 15.22, -0.71, 1.65, 2.04, 8.11, repro,
2009-05-18,8.93, 18.85, -0.13, 1.47, 1.83, 7.17, repro,
2009-05-19,8.81, 19.61, 3.42, 1.61, 1.98, 7.93, repro,
2009-05-20,8.41, 17.29, -4.81, 1.6, 1.98, 7.82, repro,
2009-05-21,8.06, 15.96, 6.03, 1.72, 2.19, 8.57, repro,
2009-05-22,8.60, 17.59, 9.38, 1.63, 2.04, 7.99, repro,
2009-05-23,8.25, 18.95, 3.16, 1.65, 2, 7.98, repro,
2009-05-24,9.27, 18.83, 0.41, 1.72, 2.11, 8.43, repro,
2009-05-25,8.65, 17.73, 9.47, 1.77, 2.15, 8.66, repro,
2009-05-26,8.62, 19.08, 3.59, 1.82, 2.23, 8.94, repro,
2009-05-27,8.22, 17.66, 5.45, 1.63, 1.99, 8, repro,
2009-05-28,10.54, 20.23, 0.42, 1.39, 1.7, 6.87, repro,
2009-05-29,8.21, 18.69, 3.65, 1.79, 2.15, 8.7, repro,
2009-05-30,9.34, 20.60, -1.06, 1.81, 2.23, 8.76, repro,
2009-05-31,8.93, 19.39, 4.50, 1.53, 1.87, 7.53, repro,
2009-06-01,8.34, 16.31, 4.86, 1.85, 2.21, 9.2, repro,
2009-06-02,9.63, 19.13, -2.22, 1.8, 2.18, 8.87, repro,
2009-06-03,8.73, 21.69, 6.10, 1.91, 2.3, 9.43, repro,
2009-06-04,11.56, 20.34, 0.41, 1.81, 2.23, 8.98, repro,
2009-06-05,5.60, 20.04, -3.70, 1.93, 2.32, 9.48, repro,
2009-06-06,9.29, 20.66, 7.42, 1.85, 2.21, 9.11, repro,
2009-06-07,9.88, 17.67, -1.18, 2.01, 2.47, 9.56, repro,
2009-06-08,10.89, 21.87, 10.75, 1.65, 2.02, 8.1, repro,
2009-06-09,7.48, 18.88, 4.68, 1.82, 2.19, 8.89, repro,
2009-06-10,7.45, 21.07, 6.87, 1.63, 2, 8.02, repro,
2009-06-11,8.20, 21.06, 13.75, 1.69, 2.07, 8.27, repro,
2009-06-12,8.57, 19.50, 13.71, 1.9, 2.29, 9.25, repro,
2009-06-13,7.22, 20.09, -4.19, 1.92, 2.38, 9.39, repro,
2009-06-14,8.96, 21.05, -0.08, 1.63, 2.01, 8.01, repro,
2009-06-15,8.72, 19.24, -3.65, 1.66, 2.03, 8.12, repro,
2009-06-16,3.74, 20.95, 0.33, 1.65, 2.03, 8.01, repro,
2009-06-17,9.82, 19.89, 7.78, 1.66, 1.98, 8.13, repro,
2009-06-18,9.82, 19.99, 2.90, 1.6, 1.95, 7.82, repro,
2009-06-19,10.58, 20.29, -1.21, 1.59, 1.93, 7.73, repro,
2009-06-20,8.25, 17.27, 3.94, 1.83, 2.26, 8.96, repro,
2009-06-21,8.71, 19.34, 8.39, 1.83, 2.25, 8.99, repro,
2009-06-22,9.76, 20.13, 3.96, 1.65, 1.99, 8.02, repro,
2009-06-23,10.54, 22.10, 9.34, 1.78, 2.15, 8.72, repro,
2009-06-24,11.14, 21.06, 12.55, 1.89, 2.34, 9.41, repro,
2009-06-25,10.80, 20.73, 11.56, 1.58, 1.89, 7.72, repro,
2009-06-26,10.25, 20.17, -0.97, 1.75, 2.12, 8.66, repro,
2009-06-27,11.47, 21.88, 0.04, 1.79, 2.11, 8.73, repro,
2009-06-28,10.58, 20.46, 25.80, 1.89, 2.27, 9.24, repro,
2009-06-29,10.44, 20.91, 20.23, 1.93, 2.39, 9.35, repro,
2009-06-30,8.74, 19.35, 21.57, 1.78, 2.12, 8.6, repro,
2009-07-01,11.08, 21.02, 9.33, 1.74, 2.06, 8.46, repro,
2009-07-02,10.97, 19.74, 8.79, 1.87, 2.32, 9.09, repro,
2009-07-03,7.83, 18.50, -1.42, 1.91, 2.33, 9.16, repro,
2009-07-04,7.93, 23.17, 10.73, 1.65, 1.99, 8.06, repro,
2009-07-05,12.62, 25.18, -5.88, 1.85, 2.22, 8.95, repro,
2009-07-06,10.38, 19.45, 5.81, 1.66, 2.04, 8.02, repro,
2009-07-07,9.87, 17.68, 0.94, 1.65, 1.98, 7.98, repro,
2009-07-08,10.78, 22.69, -6.64, 1.86, 2.3, 8.94, repro,
2009-07-09,10.60, 20.29, -10.16, 1.89, 2.24, 9.04, repro,
2009-07-10,10.63, 19.36, 1.07, 1.7, 2.03, 8.22, repro,
2009-07-11,9.50, 21.80, 4.56, 1.99, 2.53, 9.78, repro,
2009-07-12,12.52, 25.22, -7.29, 2.11, 2.62, 10.3, repro,
2009-07-13,5.49, 21.58, 12.55, 2.1, 2.64, 10.02, repro,
2009-07-14,6.94, 20.39, 2.88, 1.82, 2.15, 8.79, repro,
2009-07-15,10.19, 23.99, 5.81, 1.56, 1.88, 7.52, repro,
2009-07-16,9.77, 27.06, -4.30, 1.61, 1.92, 7.74, repro,
2009-07-17,9.63, 21.98, 2.60, 1.76, 2.13, 8.46, repro,
2009-07-18,10.97, 24.49, -6.54, 1.73, 2.08, 8.37, repro,
2009-07-19,7.13, 23.19, 2.65, 1.92, 2.33, 9.39, repro,
2009-07-20,11.42, 26.45, 3.61, 1.67, 2, 8.06, repro,
2009-07-21,11.73, 23.94, -1.94, 1.68, 2.03, 8.13, repro,
2009-07-22,8.54, 22.57, 0.59, 1.59, 1.95, 7.71, repro,
2009-07-23,7.79, 20.95, 1.43, 1.43, 1.75, 6.95, repro,
2009-07-24,11.06, 20.92, 8.45, 1.47, 1.78, 7.09, repro,
2009-07-25,9.79, 23.90, 12.49, 2.02, 2.49, 9.78, repro,
2009-07-26,13.46, 21.63, 22.00, 1.94, 2.29, 9.57, repro,
2009-07-27,9.33, 23.61, -2.59, 1.65, 2.01, 8.08, repro,
2009-07-28,16.92, 19.24, 4.38, 1.7, 2.09, 8.28, repro,
2009-07-29,15.02, 25.56, 3.75, 1.6, 1.93, 7.76, repro,
2009-07-30,12.47, 27.16, 12.54, 1.79, 2.2, 8.75, repro,
2009-07-31,10.80, 21.65, 10.36, 1.67, 1.99, 8.05, repro,
2009-08-01,14.91, 25.55, -4.64, 1.94, 2.31, 9.43, repro,
2009-08-02,9.17, 22.79, -4.85, 2.05, 2.53, 10, repro,
2009-08-03,8.73, 19.09, -5.08, 2.14, 2.49, 10.26, repro,
2009-08-04,10.41, 25.54, 9.65, 1.98, 2.45, 9.4, repro,
2009-08-05,10.43, 24.37, -6.05, 1.91, 2.32, 9.2, repro,
2009-08-06,10.64, 22.76, 1.71, 1.64, 1.95, 7.87, repro,
2009-08-07,10.40, 20.26, 6.65, 1.66, 2, 7.95, repro,
2009-08-08,14.04, 23.96, 2.20, 1.75, 2.15, 8.49, repro,
2009-08-09,11.51, 23.70, 18.85, 2.04, 2.47, 10.07, repro,
2009-08-10,9.89, 19.10, 8.67, 2.23, 2.65, 10.66, repro,
2009-08-11,15.33, 20.21, -9.76, 2.27, 2.79, 11.3, repro,
2009-08-12,14.03, 21.89, 13.36, 2.18, 2.68, 10.48, repro,
2009-08-13,13.31, 22.92, 9.02, 1.88, 2.32, 9.39, repro,
2009-08-14,15.98, 25.32, 13.67, 1.77, 2.16, 8.56, repro,
2009-08-15,14.38, 24.62, 12.86, 1.99, 2.39, 9.72, repro,
2009-08-16,12.47, 25.18, 11.46, 1.98, 2.3, 9.51, repro,
2009-08-17,13.59, 26.06, 5.47, 1.75, 2.12, 8.49, repro,
2009-08-18,13.85, 26.64, 9.26, 1.58, 1.92, 7.58, repro,
2009-08-19,10.81, 16.69, 22.78, 1.96, 2.32, 9.52, repro,
2009-08-20,7.77, 28.48, 15.86, 2.2, 2.64, 10.6, repro,
2009-08-21,13.84, 23.79, 14.41, 1.89, 2.25, 9.1, repro,
2009-08-22,10.12, 24.45, 5.04, 1.76, 2.16, 8.57, repro,
2009-08-23,14.18, 27.65, 4.95, 1.79, 2.13, 8.74, repro,
2009-08-24,15.53, 19.63, 21.42, 1.83, 2.12, 8.68, repro,
2009-08-25,14.17, 21.02, 11.21, 1.45, 1.75, 6.99, repro,
2009-08-26,11.39, 18.18, 6.87, 1.89, 2.21, 9.1, repro,
2009-08-27,12.75, 21.29, 16.96, 1.77, 2.11, 8.51, repro,
2009-08-28,11.55, 22.85, 18.60, 1.88, 2.23, 9.06, repro,
2009-08-29,11.44, 22.24, 4.00, 2.12, 2.56, 10.39, repro,
2009-08-30,11.07, 21.21, 14.34, 1.94, 2.39, 9.41, repro,
2009-08-31,12.70, 22.78, 9.11, 1.67, 1.99, 7.86, repro,
2009-09-01,12.90, 22.24, 11.64, 1.84, 2.26, 8.95, repro,
2009-09-02,13.74, 23.18, 11.52, 1.78, 2.18, 8.4, repro,
2009-09-03,11.29, 19.91, 11.05, 1.7, 2.06, 8.01, repro,
2009-09-04,11.98, 21.97, 3.40, 1.78, 2.12, 8.49, repro,
2009-09-05,12.37, 22.61, 10.77, 1.89, 2.3, 9.17, repro,
2009-09-06,14.36, 22.20, 15.02, 1.65, 2, 8, repro,
2009-09-07,12.05, 21.13, 2.58, 1.63, 1.99, 7.84, repro,
2009-09-08,13.08, 23.79, 8.23, 1.67, 2.04, 8.1, repro,
2009-09-09,12.01, 23.55, 14.07, 1.77, 2.14, 8.56, repro,
2009-09-10,15.08, 24.83, 4.21, 2.04, 2.51, 9.84, repro,
2009-09-11,11.42, 21.29, 10.16, 2.03, 2.47, 9.76, repro,
2009-09-12,11.85, 22.12, 19.60, 1.97, 2.3, 9.51, repro,
2009-09-13,14.56, 23.17, 8.45, 2.32, 2.51, 11.08, repro,
2009-09-14,10.94, 23.61, 24.35, 2.52, 2.91, 11.91, repro,
2009-09-15,14.00, 21.72, 15.37, 1.98, 2.29, 9.52, repro,
2009-09-16,10.89, 23.79, 2.26, 2.11, 2.4, 10.17, repro,
2009-09-17,13.79, 23.63, 13.93, 2.21, 2.44, 10.47, repro,
2009-09-18,13.47, 23.84, 8.13, 2.23, 2.73, 10.72, repro,
2009-09-19,10.97, 23.31, 11.15, 2.09, 2.42, 10.13, repro,
2009-09-20,10.73, 27.92, 1.95, 1.92, 2.24, 9.18, repro,
2009-09-21,10.43, 22.71, 13.98, 2.01, 2.22, 9.5, repro,
2009-09-22,12.20, 23.86, 7.51, 1.74, 2.02, 8.4, repro,
2009-09-23,12.97, 25.40, 2.25, 2.04, 2.27, 9.65, repro,
2009-09-24,11.16, 22.67, 15.18, 1.78, 2.03, 8.79, repro,
2009-09-25,13.26, 25.02, 11.12, 1.81, 2.14, 8.83, repro,
2009-09-26,13.58, 24.83, 16.57, 1.56, 1.86, 7.56, repro,
2009-09-27,13.48, 24.10, 14.75, 1.55, 1.85, 7.52, repro,
2009-09-28,14.23, 23.35, 11.10, 1.76, 2.12, 8.59, repro,
2009-09-29,12.63, 24.16, 14.31, 1.86, 2.23, 9.01, repro,
2009-09-30,12.44, 23.60, 12.18, 1.73, 2.03, 8.37, repro,
2009-10-01,12.23, 25.95, 11.12, 1.75, 2.05, 8.41, repro,
2009-10-02,10.97, 24.20, 17.73, 1.81, 2.12, 8.63, repro,
2009-10-03,10.74, 22.90, 16.48, 1.75, 2.04, 8.36, repro,
2009-10-04,10.82, 25.55, 8.38, 2.15, 2.33, 10.29, repro,
2009-10-05,12.06, 23.16, 20.28, 1.72, 2, 8.22, repro,
2009-10-06,13.33, 27.16, 19.11, 1.59, 1.85, 7.59, repro,
2009-10-07,13.61, 25.31, 14.80, 1.99, 2.34, 9.44, repro,
2009-10-08,11.44, 24.83, 3.70, 2.38, 2.86, 10.96, repro,
2009-10-09,2.61, 25.05, 8.63, 2.13, 2.4, 10.19, repro,
2009-10-10,12.07, 29.09, 29.27, 2.52, 2.99, 11.68, repro,
2009-10-11,10.80, 26.16, 9.78, 1.82, 2.16, 8.73, repro,
2009-10-12,12.13, 25.08, 17.47, 1.98, 2.28, 9.58, repro,
2009-10-13,13.09, 24.57, 15.34, 2, 2.36, 9.33, repro,
2009-10-14,11.34, 27.14, 16.26, 1.94, 2.32, 9.19, repro,
2009-10-15,10.97, 27.11, 2.60, 1.98, 2.32, 9.3, repro,
2009-10-16,11.73, 24.21, 6.65, 1.93, 2.18, 9.29, repro,
2009-10-17,13.09, 26.77, -1.55, 1.94, 2.25, 9.34, repro,
2009-10-18,10.28, 27.45, 8.51, 1.96, 2.27, 9.47, repro,
2009-10-19,13.73, 23.02, 12.92, 1.98, 2.45, 9.59, repro,
2009-10-20,15.14, 16.77, 0.20, 2.14, 2.56, 10.31, repro,
2009-10-21,15.15, 24.47, 7.44, 1.95, 2.24, 9.15, repro,
2009-10-22,11.46, 27.82, -2.59, 1.78, 2.08, 8.64, repro,
2009-10-23,13.19, 23.65, 13.49, 2.19, 2.66, 10.62, repro,
2009-10-24,11.53, 18.77, 12.38, 2.14, 2.55, 10.33, repro,
2009-10-25,13.11, 23.43, 13.65, 2.08, 2.47, 9.55, repro,
2009-10-26,10.48, 24.16, 11.72, 1.99, 2.3, 9.55, repro,
2009-10-27,11.82, 26.36, 21.99, 1.94, 2.28, 9.25, repro,
2009-10-28,11.80, 26.58, 4.74, 1.92, 2.19, 9.37, repro,
2009-10-29,12.95, 25.27, 13.78, 2.13, 2.48, 10.38, repro,
2009-10-30,13.24, 26.79, 10.80, 1.81, 2.04, 8.7, repro,
2009-10-31,13.47, 26.86, 11.08, 1.73, 1.98, 8.37, repro,
2009-11-01,11.33, 31.05, 7.11, 2.18, 2.6, 10.5, repro,
2009-11-02,10.33, 27.39, -5.00, 1.77, 2.08, 8.51, repro,
2009-11-03,12.89, 28.62, 8.32, 1.66, 2, 7.95, repro,
2009-11-04,9.72, 26.72, -9.04, 2.22, 2.62, 10.6, repro,
2009-11-05,11.02, 25.14, 10.58, 2.16, 2.45, 10.55, repro,
2009-11-06,14.07, 26.51, 7.19, 1.9, 2.29, 9.18, repro,
2009-11-07,13.44, 24.19, 10.07, 1.95, 2.51, 9.64, repro,
2009-11-08,13.17, 26.75, 14.49, 1.79, 2.15, 8.75, repro,
2009-11-09,12.93, 27.83, -10.53, 1.6, 1.89, 7.8, repro,
2009-11-10,10.25, 28.88, 4.65, 2.18, 2.62, 10.72, repro,
2009-11-11,12.18, 28.93, 15.36, 1.99, 2.41, 9.88, repro,
2009-11-12,14.95, 24.70, 23.39, 1.68, 1.95, 8.07, repro,
2009-11-13,16.77, 26.94, 13.95, 1.73, 2.01, 8.39, repro,
2009-11-14,15.73, 27.85, 9.28, 1.58, 1.85, 7.68, repro,
2009-11-15,14.83, 27.34, 8.32, 1.72, 2.01, 8.29, repro,
2009-11-16,10.26, 26.45, -2.35, 2.1, 2.39, 9.85, repro,
2009-11-17,10.93, 28.83, -0.42, 1.96, 2.33, 9.57, repro,
2009-11-18,14.28, 28.37, 5.63, 1.77, 2.07, 8.58, repro,
2009-11-19,14.12, 25.10, 7.71, 2.05, 2.39, 9.86, repro,
2009-11-20,13.54, 25.68, 12.94, 2.02, 2.32, 9.73, repro,
2009-11-21,13.71, 26.24, 14.68, 1.74, 2, 8.28, repro,
2009-11-22,15.41, 25.80, 9.62, 1.75, 2.03, 8.4, repro,
2009-11-23,12.40, 26.70, 10.85, 1.75, 2.01, 8.31, repro,
2009-11-24,14.60, 29.86, 4.60, 1.6, 1.93, 7.63, repro,
2009-11-25,13.34, 26.63, 3.88, 1.97, 2.4, 9.27, repro,
2009-11-26,13.66, 25.93, 6.48, 1.75, 2.1, 8.48, repro,
2009-11-27,12.86, 24.53, 13.67, 1.91, 2.38, 9.29, repro,
2009-11-28,13.99, 28.23, 12.77, 2.08, 2.58, 10.04, repro,
2009-11-29,13.10, 26.76, 2.29, 2.04, 2.62, 9.83, repro,
2009-11-30,14.55, 27.95, 8.13, 1.81, 2.33, 8.79, repro,
2009-12-01,14.97, 27.23, 11.54, 1.62, 2.03, 7.86, repro,
2009-12-02,14.87, 29.33, 10.22, 1.44, 1.74, 6.96, repro,
2009-12-03,17.50, 30.52, 16.14, 1.75, 2.1, 8.42, repro,
2009-12-04,14.18, 29.18, 4.92, 1.61, 1.92, 7.74, repro,
2009-12-05,12.53, 28.51, 18.20, 1.9, 2.32, 9.24, repro,
2009-12-06,13.81, 28.01, 8.00, 1.61, 1.94, 7.81, repro,
2009-12-07,12.82, 32.17, 6.31, 1.87, 2.22, 9.07, repro,
2009-12-08,14.64, 30.32, 1.73, 2, 2.49, 9.7, repro,
2009-12-09,17.54, 32.01, 5.03, 1.71, 2.01, 8.09, repro,
2009-12-10,14.86, 32.70, -0.43, 2, 2.36, 9.52, repro,
2009-12-11,15.20, 30.95, 1.72, 1.89, 2.21, 9.12, repro,
2009-12-12,16.59, 28.80, -2.57, 1.93, 2.25, 9.25, repro,
2009-12-13,15.37, 32.96, -1.49, 1.82, 2.13, 8.7, repro,
2009-12-14,14.80, 34.96, -1.04, 1.86, 2.16, 8.93, repro,
2009-12-15,15.94, 34.26, -3.15, 1.76, 2.06, 8.42, repro,
2009-12-16,11.78, 29.50, 3.86, 1.53, 1.83, 7.31, repro,
2009-12-17,11.59, 31.51, 4.15, 1.46, 1.74, 6.93, repro,
2009-12-18,13.18, 30.52, 8.97, 1.41, 1.7, 6.74, repro,
2009-12-19,12.81, 30.42, 2.28, 1.73, 2.05, 8.3, repro,
2009-12-20,10.69, 28.07, -4.03, 2.17, 2.55, 10.28, repro,
2009-12-21,14.00, 30.85, 11.86, 1.66, 1.94, 7.85, repro,
2009-12-22,12.27, 29.19, 0.51, 1.55, 1.88, 7.35, repro,
2009-12-23,12.30, 28.52, 9.67, 1.58, 1.9, 7.55, repro,
2009-12-24,7.42, 32.23, 2.21, 2.1, 2.4, 9.99, repro,
2009-12-25,9.96, 31.81, 9.27, 2.42, 2.95, 11.83, repro,
2009-12-26,12.91, 29.97, 0.26, 1.8, 2.08, 8.72, repro,
2009-12-27,12.39, 32.31, 1.10, 1.68, 1.96, 8.1, repro,
2009-12-28,13.14, 33.02, 2.22, 1.52, 1.8, 7.25, repro,
2009-12-29,13.74, 31.86, 5.11, 1.37, 1.61, 6.54, repro,
2009-12-30,14.91, 30.11, 0.05, 1.9, 2.24, 9.24, repro,
2009-12-31,13.47, 30.45, 18.03, 1.59, 1.86, 7.56, repro,
2010-01-01,11.72, 32.28, 2.71, 1.52, 1.81, 7.29, repro,
2010-01-02,12.30, 32.47, 2.39, 1.56, 1.84, 7.43, repro,
2010-01-03,12.45, 33.40, 7.89, 1.54, 1.85, 7.37, repro,
2010-01-04,11.22, 31.61, 6.78, 1.58, 1.85, 7.55, repro,
2010-01-05,11.63, 32.89, 4.07, 1.76, 2.06, 8.39, repro,
2010-01-06,11.03, 31.74, 4.44, 1.56, 1.88, 7.41, repro,
2010-01-07,12.03, 33.48, 6.59, 1.55, 1.82, 7.35, repro,
2010-01-08,10.99, 32.95, 5.46, 1.48, 1.75, 7.04, repro,
2010-01-09,10.41, 33.74, 7.18, 1.7, 2, 8.13, repro,
2010-01-10,10.46, 35.96, -1.00, 1.48, 1.74, 7.02, repro,
2010-01-11,13.07, 35.10, -2.79, 1.53, 1.82, 7.31, repro,
2010-01-12,11.32, 33.05, -1.69, 1.82, 2.16, 8.74, repro,
2010-01-13,13.15, 36.66, -0.54, 2.04, 2.31, 9.57, repro,
2010-01-14,10.42, 31.53, -6.59, 2.05, 2.4, 9.73, repro,
2010-01-15,11.17, 34.29, -1.67, 1.55, 1.88, 7.45, repro,
2010-01-16,10.96, 31.48, -4.59, 1.6, 1.9, 7.62, repro,
2010-01-17,12.39, 32.75, 3.12, 1.77, 2.08, 8.47, repro,
2010-01-18,12.07, 30.76, -4.37, 1.6, 1.88, 7.59, repro,
2010-01-19,11.68, 31.94, -5.39, 1.3, 1.54, 6.11, repro,
2010-01-20,10.45, 32.53, 3.66, 1.49, 1.81, 7.15, repro,
2010-01-21,10.03, 31.26, 5.19, 1.4, 1.69, 6.76, repro,
2010-01-22,13.51, 31.66, 3.09, 1.95, 2.32, 9.58, repro,
2010-01-23,8.13, 32.68, 10.97, 2.11, 2.56, 10.35, repro,
2010-01-24,11.25, 34.72, 12.95, 2.11, 2.56, 10.36, repro,
2010-01-25,13.51, 32.66, 12.51, 1.48, 1.78, 7.19, repro,
2010-01-26,13.79, 32.64, 5.52, 1.38, 1.71, 6.7, repro,
2010-01-27,12.07, 33.11, -0.19, 1.39, 1.68, 6.7, repro,
2010-01-28,11.33, 37.80, -5.18, 1.55, 1.84, 7.4, repro,
2010-01-29,12.06, 35.57, -2.31, 1.53, 1.83, 7.36, repro,
2010-01-30,11.59, 34.30, 3.18, 1.41, 1.69, 6.79, repro,
2010-01-31,11.41, 33.54, 6.55, 1.57, 1.89, 7.55, repro,
2010-02-01,11.17, 34.15, -7.78, 1.41, 1.73, 6.81, repro,
2010-02-02,11.43, 32.18, 8.69, 1.48, 1.86, 7.13, repro,
2010-02-03,11.07, 30.95, 1.86, 1.45, 1.78, 6.96, repro,
2010-02-04,13.13, 31.50, 6.12, 1.45, 1.75, 6.95, repro,
2010-02-05,12.35, 32.14, 10.30, 1.31, 1.59, 6.31, repro,
2010-02-06,10.82, 32.23, 6.08, 1.4, 1.69, 6.8, repro,
2010-02-07,11.16, 31.94, 10.60, 1.58, 1.9, 7.57, repro,
2010-02-08,11.70, 32.44, 7.61, 1.39, 1.7, 6.77, repro,
2010-02-09,12.46, 32.77, 4.70, 1.48, 1.79, 7.16, repro,
2010-02-10,14.62, 33.51, 12.72, 1.52, 1.83, 7.26, repro,
2010-02-11,13.44, 34.19, -1.16, 1.88, 2.18, 9.12, repro,
2010-02-12,13.37, 33.11, 12.38, 1.46, 1.73, 7.06, repro,
2010-02-13,13.80, 32.62, 14.65, 1.63, 1.93, 7.81, repro,
2010-02-14,13.45, 34.28, 9.21, 1.61, 1.88, 7.72, repro,
2010-02-15,16.42, 32.73, 12.98, 1.54, 1.82, 7.42, repro,
2010-02-16,12.70, 32.34, 10.73, 1.74, 2.09, 8.38, repro,
2010-02-17,14.82, 32.60, 13.58, 1.82, 2.19, 8.91, repro,
2010-02-18,14.07, 32.48, 15.49, 1.49, 1.82, 7.22, repro,
2010-02-19,15.80, 33.63, 10.25, 1.64, 1.98, 7.93, repro,
2010-02-20,11.96, 35.32, 3.09, 1.97, 2.32, 9.51, repro,
2010-02-21,11.91, 33.75, 15.73, 1.47, 1.74, 6.98, repro,
2010-02-22,13.04, 32.85, 13.22, 1.63, 1.89, 7.85, repro,
2010-02-23,14.16, 32.91, 9.18, 1.74, 2.04, 8.32, repro,
2010-02-24,14.64, 33.50, 8.29, 1.5, 1.77, 7.18, repro,
2010-02-25,14.44, 32.23, 7.23, 1.3, 1.55, 6.29, repro,
2010-02-26,12.37, 35.10, 8.01, 1.84, 2.06, 8.95, repro,
2010-02-27,13.83, 34.21, 17.17, 1.39, 1.64, 6.73, repro,
2010-02-28,15.53, 35.42, 11.09, 1.52, 1.8, 7.32, repro,
2010-03-01,13.58, 35.28, 6.24, 1.35, 1.6, 6.57, repro,
2010-03-02,15.04, 33.98, 14.79, 1.49, 1.77, 7.18, repro,
2010-03-03,14.27, 34.63, 14.16, 1.59, 1.89, 7.71, repro,
2010-03-04,14.51, 33.83, 9.74, 1.47, 1.75, 7.06, repro,
2010-03-05,12.55, 34.87, 12.48, 1.7, 2.02, 8.23, repro,
2010-03-06,13.36, 31.72, 23.38, 1.69, 2.01, 8.11, repro,
2010-03-07,14.04, 31.48, 12.93, 1.7, 2, 8.23, repro,
2010-03-08,15.29, 32.59, 15.43, 1.38, 1.63, 6.63, repro,
2010-03-09,14.07, 34.21, 15.01, 1.38, 1.62, 6.63, repro,
2010-03-10,15.99, 33.48, 22.55, 1.45, 1.69, 6.96, repro,
2010-03-11,12.67, 33.14, 8.96, 1.72, 2.04, 8.21, repro,
2010-03-12,13.35, 32.43, 19.25, 1.53, 1.8, 7.38, repro,
2010-03-13,14.32, 33.06, 10.30, 1.42, 1.67, 6.89, repro,
2010-03-14,13.98, 33.14, 18.07, 1.48, 1.74, 7.12, repro,
2010-03-15,14.11, 35.70, 16.95, 1.47, 1.71, 7.05, repro,
2010-03-16,13.26, 35.01, 16.83, 1.45, 1.71, 6.96, repro,
2010-03-17,14.52, 35.25, 11.05, 1.31, 1.54, 6.29, repro,
2010-03-18,13.92, 33.65, 16.45, 1.48, 1.72, 7.07, repro,
2010-03-19,15.36, 33.97, 19.18, 1.83, 2.1, 8.87, repro,
2010-03-20,14.96, 34.78, 2.97, 1.66, 1.88, 7.94, repro,
2010-03-21,14.65, 33.71, 11.14, 2, 2.24, 9.74, repro,
2010-03-22,13.04, 32.33, 10.70, 1.7, 1.97, 8.17, repro,
2010-03-23,13.92, 34.44, 14.91, 1.61, 1.87, 7.76, repro,
2010-03-24,13.78, 33.63, 9.93, 1.86, 2.11, 8.99, repro,
2010-03-25,11.84, 36.49, 23.03, 1.58, 1.83, 7.57, repro,
2010-03-26,12.74, 35.45, 2.69, 1.66, 1.91, 7.96, repro,
2010-03-27,11.20, 37.73, 3.37, 1.8, 2.1, 8.65, repro,
2010-03-28,10.58, 36.95, 33.95, 2.04, 2.31, 9.77, repro,
2010-03-29,12.68, 35.00, 13.04, 1.7, 1.96, 8.18, repro,
2010-03-30,14.05, 33.32, 11.29, 1.6, 1.87, 7.64, repro,
2010-03-31,15.53, 29.80, 3.02, 2.04, 2.41, 9.91, repro,
2010-04-01,10.96, 33.04, 7.29, 2.04, 2.38, 9.82, repro,
2010-04-02,14.71, 32.69, 3.59, 1.92, 2.23, 9.33, repro,
2010-04-03,17.43, 35.84, 16.69, 1.6, 1.86, 7.7, repro,
2010-04-04,13.38, 34.90, 12.72, 1.54, 1.8, 7.35, repro,
2010-04-05,15.65, 32.97, 11.81, 1.69, 1.97, 8.11, repro,
2010-04-06,14.64, 33.33, 15.97, 1.61, 1.85, 7.64, repro,
2010-04-07,15.10, 35.49, 7.81, 1.74, 2.01, 8.34, repro,
2010-04-08,14.31, 35.68, 10.31, 1.64, 1.9, 7.77, repro,
2010-04-09,14.70, 34.15, 11.35, 1.9, 2.23, 9.11, repro,
2010-04-10,14.29, 34.31, 14.45, 2.02, 2.48, 9.67, repro,
2010-04-11,13.74, 36.83, 8.53, 1.79, 2.08, 8.49, repro,
2010-04-12,12.68, 35.05, 13.03, 1.58, 1.87, 7.6, repro,
2010-04-13,16.53, 34.72, -4.00, 1.86, 2.14, 8.96, repro,
